timestamp,temperature,pressure,vibration,humidity
2024-01-01 01:01:00,21.833,101.367,1.454,55.28
2024-01-01 01:02:00,22.081,101.31,-0.456,53.367
2024-01-01 01:03:00,22.293,101.147,1.132,52.706
2024-01-01 01:04:00,22.356,101.48,-0.644,53.12
2024-01-01 01:05:00,22.397,101.448,-0.06,53.73
2024-01-01 01:06:00,21.826,101.268,-1.072,52.673
2024-01-01 01:07:00,21.769,101.169,0.455,55.324
2024-01-01 01:08:00,22.429,101.41,1.445,56.459
2024-01-01 01:09:00,21.904,101.338,-0.077,51.826
2024-01-01 01:10:00,21.362,101.01,-0.197,55.05
2024-01-01 01:11:00,21.433,101.286,-1.115,54.56
2024-01-01 01:12:00,21.54,101.352,-0.229,55.683
2024-01-01 01:13:00,22.249,101.12,-1.593,54.974
2024-01-01 01:14:00,22.071,101.338,-0.913,52.093
2024-01-01 01:15:00,22.345,101.009,0.227,52.475
2024-01-01 01:16:00,21.786,101.567,1.319,55.059
2024-01-01 01:17:00,22.079,101.55,2.809,57.058
2024-01-01 01:18:00,22.313,101.249,-0.587,50.572
2024-01-01 01:19:00,21.845,101.373,1.435,55.691
2024-01-01 01:20:00,22.228,100.818,0.244,57.379
2024-01-01 01:21:00,21.669,101.069,-0.151,54.694
2024-01-01 01:22:00,21.818,101.241,0.433,56.1
2024-01-01 01:23:00,21.809,101.086,0.062,53.594
2024-01-01 01:24:00,21.402,101.443,0.11,54.761
2024-01-01 01:25:00,22.243,101.699,-0.408,51.758
2024-01-01 01:26:00,21.765,101.065,-1.398,50.311
2024-01-01 01:27:00,22.006,101.133,-1.544,56.886
2024-01-01 01:28:00,22.24,101.347,0.653,53.03
2024-01-01 01:29:00,22.223,101.622,-0.277,54.089
2024-01-01 01:30:00,22.333,101.056,-0.596,52.227
2024-01-01 01:31:00,21.951,101.35,0.009,52.18
2024-01-01 01:32:00,21.788,101.664,0.795,54.652
2024-01-01 01:33:00,21.96,100.97,0.18,53.541
2024-01-01 01:34:00,21.156,101.044,-0.656,55.756
2024-01-01 01:35:00,21.276,101.215,1.226,55.905
2024-01-01 01:36:00,21.339,101.196,1.579,55.642
2024-01-01 01:37:00,21.501,101.463,0.495,55.477
2024-01-01 01:38:00,22.2,101.348,0.974,58.156
2024-01-01 01:39:00,21.547,100.945,1.242,52.865
2024-01-01 01:40:00,21.811,101.403,1.13,54.89
2024-01-01 01:41:00,22.65,101.184,0.614,57.265
2024-01-01 01:42:00,21.822,101.555,0.598,57.529
2024-01-01 01:43:00,22.369,101.174,0.52,52.156
2024-01-01 01:44:00,21.533,101.173,-1.097,54.375
2024-01-01 01:45:00,21.897,101.408,0.701,57.716
2024-01-01 01:46:00,21.525,101.453,-1.356,56.016
2024-01-01 01:47:00,21.83,101.39,-0.795,55.391
2024-01-01 01:48:00,22.42,100.963,1.304,54.565
2024-01-01 01:49:00,21.136,101.408,0.84,54.232
2024-01-01 01:50:00,22.217,101.093,1.487,55.576
2024-01-01 01:51:00,22.119,101.347,-0.272,54.495
2024-01-01 01:52:00,21.703,101.015,-1.152,54.915
2024-01-01 01:53:00,21.277,101.389,-0.24,55.157
2024-01-01 01:54:00,22.036,101.139,0.102,53.644
2024-01-01 01:55:00,21.735,101.043,0.079,56.064
2024-01-01 01:56:00,22.116,101.443,1.134,60.828
2024-01-01 01:57:00,22.011,101.348,-0.361,51.446
2024-01-01 01:58:00,22.801,101.177,0.352,55.648
2024-01-01 01:59:00,21.88,101.59,-0.989,53.48
2024-01-01 02:00:00,9.562,96.854,-8.763,56.155
2024-01-01 02:01:00,22.09,101.306,0.003,55.093
2024-01-01 02:02:00,22.11,101.354,-0.75,56.524
2024-01-01 02:03:00,22.68,101.176,-0.236,57.351
2024-01-01 02:04:00,22.418,101.394,-0.184,55.385
2024-01-01 02:05:00,22.178,101.193,-0.27,57.264
2024-01-01 02:06:00,22.732,101.218,1.771,50.311
2024-01-01 02:07:00,21.406,101.573,-0.098,58.181
2024-01-01 02:08:00,21.68,101.092,-0.244,55.75
2024-01-01 02:09:00,21.537,100.817,-2.097,57.156
2024-01-01 02:10:00,21.805,101.622,-0.894,52.56
2024-01-01 02:11:00,21.312,101.81,-0.263,53.338
2024-01-01 02:12:00,22.318,101.219,-0.686,55.292
2024-01-01 02:13:00,21.889,100.913,1.382,54.966
2024-01-01 02:14:00,21.265,101.238,-0.165,55.566
2024-01-01 02:15:00,21.492,101.243,1.288,57.169
2024-01-01 02:16:00,22.157,101.262,0.062,51.47
2024-01-01 02:17:00,22.419,101.077,0.037,56.948
2024-01-01 02:18:00,22.998,101.416,-0.089,55.017
2024-01-01 02:19:00,23.457,101.405,0.004,54.592
2024-01-01 02:20:00,22.207,101.001,1.719,52.058
2024-01-01 02:21:00,21.505,101.44,-2.32,56.006
2024-01-01 02:22:00,20.934,101.711,-2.002,50.172
2024-01-01 02:23:00,22.134,101.334,-0.543,56.297
2024-01-01 02:24:00,21.594,101.233,0.015,52.016
2024-01-01 02:25:00,21.792,101.272,0.69,55.107
2024-01-01 02:26:00,21.694,101.423,0.473,54.762
2024-01-01 02:27:00,21.93,100.954,-0.384,57.339
2024-01-01 02:28:00,22.533,101.333,1.019,54.643
2024-01-01 02:29:00,22.079,101.222,1.03,53.612
2024-01-01 02:30:00,21.921,101.67,0.184,53.987
2024-01-01 02:31:00,21.482,101.265,0.963,57.546
2024-01-01 02:32:00,21.163,101.634,0.273,56.073
2024-01-01 02:33:00,21.757,101.079,-0.561,54.229
2024-01-01 02:34:00,21.973,101.417,0.698,54.527
2024-01-01 02:35:00,22.884,101.364,0.111,51.866
2024-01-01 02:36:00,22.065,101.126,0.001,55.777
2024-01-01 02:37:00,22.491,101.335,1.473,51.48
2024-01-01 02:38:00,21.75,101.543,-2.451,56.504
2024-01-01 02:39:00,21.408,101.235,-1.418,55.257
2024-01-01 02:40:00,21.517,100.962,-1.187,59.774
2024-01-01 02:41:00,21.637,101.296,-0.363,52.8
2024-01-01 02:42:00,23.064,101.12,-0.255,54.795
2024-01-01 02:43:00,21.589,101.232,-1.507,58.597
2024-01-01 02:44:00,22.419,101.284,-0.985,57.383
2024-01-01 02:45:00,21.549,100.959,-0.861,53.608
2024-01-01 02:46:00,22.466,100.977,2.457,55.448
2024-01-01 02:47:00,22.192,101.396,1.802,55.004
2024-01-01 02:48:00,21.922,101.195,-0.412,55.564
2024-01-01 02:49:00,21.98,100.787,-0.364,53.603
2024-01-01 02:50:00,21.673,101.457,-1.149,54.821
2024-01-01 02:51:00,22.223,101.354,-1.908,51.804
2024-01-01 02:52:00,21.773,101.157,-0.117,55.27
2024-01-01 02:53:00,21.387,101.037,-0.998,55.9
2024-01-01 02:54:00,21.361,101.467,-0.085,54.545
2024-01-01 02:55:00,22.086,101.37,-1.6,51.77
2024-01-01 02:56:00,22.79,101.777,-0.762,56.977
2024-01-01 02:57:00,22.08,101.384,0.149,55.729
2024-01-01 02:58:00,21.941,101.378,0.366,53.548
2024-01-01 02:59:00,22.143,101.267,0.417,54.439
2024-01-01 03:00:00,22.653,101.463,-1.32,51.999
2024-01-01 03:01:00,22.11,101.425,0.855,52.949
2024-01-01 03:02:00,21.795,101.55,-0.8,53.924
2024-01-01 03:03:00,22.553,101.196,0.633,57.457
2024-01-01 03:04:00,22.214,101.213,-0.011,53.721
2024-01-01 03:05:00,22.768,101.204,-1.376,56.28
2024-01-01 03:06:00,22.092,101.458,-0.316,53.923
2024-01-01 03:07:00,21.388,101.6,0.365,55.496
2024-01-01 03:08:00,21.316,101.208,0.613,54.717
2024-01-01 03:09:00,22.825,101.215,-0.141,56.746
2024-01-01 03:10:00,22.862,101.363,1.532,53.93
2024-01-01 03:11:00,21.91,101.251,1.008,51.855
2024-01-01 03:12:00,21.808,101.49,-0.257,52.236
2024-01-01 03:13:00,22.731,100.85,0.75,53.936
2024-01-01 03:14:00,21.446,101.135,1.934,52.502
2024-01-01 03:15:00,21.553,101.144,1.96,55.82
2024-01-01 03:16:00,22.322,100.836,-1.228,54.068
2024-01-01 03:17:00,21.803,101.107,-0.927,59.749
2024-01-01 03:18:00,21.997,101.117,1.485,51.525
2024-01-01 03:19:00,21.918,101.26,-1.058,55.407
2024-01-01 03:20:00,31.048,95.588,-6.977,52.744
2024-01-01 03:21:00,22.704,101.251,-0.486,54.013
2024-01-01 03:22:00,22.045,101.094,0.42,55.283
2024-01-01 03:23:00,22.322,101.289,-0.102,50.349
2024-01-01 03:24:00,20.975,101.51,-0.651,55.474
2024-01-01 03:25:00,21.976,101.105,-0.674,58.806
2024-01-01 03:26:00,21.578,101.118,-0.712,54.093
2024-01-01 03:27:00,21.391,101.412,-0.88,55.52
2024-01-01 03:28:00,21.561,101.256,2.282,57.05
2024-01-01 03:29:00,21.833,101.429,0.298,54.672
2024-01-01 03:30:00,22.458,101.297,0.887,53.838
2024-01-01 03:31:00,21.337,101.44,-0.489,50.449
2024-01-01 03:32:00,22.015,101.093,-0.186,56.282
2024-01-01 03:33:00,21.758,101.298,-0.714,54.774
2024-01-01 03:34:00,21.836,101.258,-2.652,52.975
2024-01-01 03:35:00,22.501,101.057,-1.378,55.253
2024-01-01 03:36:00,22.269,100.987,-1.811,53.833
2024-01-01 03:37:00,22.669,101.437,-2.25,53.943
2024-01-01 03:38:00,21.923,101.23,-1.195,56.213
2024-01-01 03:39:00,21.652,101.096,1.325,52.323
2024-01-01 03:40:00,21.888,101.281,-0.044,57.095
2024-01-01 03:41:00,22.121,101.526,1.291,52.205
2024-01-01 03:42:00,22.088,100.844,0.411,53.675
2024-01-01 03:43:00,21.458,101.001,0.783,58.846
2024-01-01 03:44:00,22.045,101.115,-0.901,57.255
2024-01-01 03:45:00,22.114,101.592,0.524,55.195
2024-01-01 03:46:00,23.259,101.357,0.729,53.119
2024-01-01 03:47:00,22.938,101.453,-0.577,53.941
2024-01-01 03:48:00,21.573,101.072,0.56,55.147
2024-01-01 03:49:00,21.856,101.076,0.566,55.075
2024-01-01 03:50:00,21.268,101.39,-0.55,54.818
2024-01-01 03:51:00,21.705,101.312,-1.123,54.938
2024-01-01 03:52:00,22.158,101.41,-1.184,54.571
2024-01-01 03:53:00,22.603,101.262,0.087,52.116
2024-01-01 03:54:00,21.635,101.356,0.327,53.967
2024-01-01 03:55:00,21.673,101.332,-0.793,56.829
2024-01-01 03:56:00,20.926,101.456,0.027,52.263
2024-01-01 03:57:00,21.919,101.461,0.571,54.621
2024-01-01 03:58:00,21.469,100.976,0.618,53.36
2024-01-01 03:59:00,21.735,100.851,1.552,55.223
2024-01-01 04:00:00,21.562,101.5,1.277,54.223
2024-01-01 04:01:00,21.953,101.538,-1.001,57.955
2024-01-01 04:02:00,21.121,101.096,1.684,56.013
2024-01-01 04:03:00,21.266,100.928,-0.531,52.376
2024-01-01 04:04:00,23.065,101.32,1.045,56.342
2024-01-01 04:05:00,21.356,101.486,0.068,53.451
2024-01-01 04:06:00,21.452,101.66,-0.412,53.846
2024-01-01 04:07:00,22.918,101.403,-1.808,55.628
2024-01-01 04:08:00,23.453,101.226,-0.172,54.017
2024-01-01 04:09:00,21.414,101.121,-1.559,56.786
2024-01-01 04:10:00,21.816,101.302,0.967,53.451
2024-01-01 04:11:00,22.171,101.24,1.517,53.762
2024-01-01 04:12:00,22.864,101.097,-0.797,53.687
2024-01-01 04:13:00,21.507,101.71,0.302,53.869
2024-01-01 04:14:00,21.877,101.657,-0.725,57.198
2024-01-01 04:15:00,22.389,101.527,-0.628,56.258
2024-01-01 04:16:00,22.217,101.116,0.774,58.42
2024-01-01 04:17:00,21.812,101.471,-0.039,59.535
2024-01-01 04:18:00,21.933,101.428,1.74,52.939
2024-01-01 04:19:00,21.313,101.389,-0.482,55.141
2024-01-01 04:20:00,21.881,101.55,0.999,52.648
2024-01-01 04:21:00,21.867,101.427,0.097,53.445
2024-01-01 04:22:00,22.116,101.448,0.796,53.74
2024-01-01 04:23:00,21.722,101.427,-0.447,52.886
2024-01-01 04:24:00,22.236,101.368,-0.05,52.896
2024-01-01 04:25:00,22.506,100.943,-0.115,54.711
2024-01-01 04:26:00,22.078,101.317,-0.836,52.567
2024-01-01 04:27:00,22.176,101.189,0.662,56.684
2024-01-01 04:28:00,22.027,101.044,0.65,53.164
2024-01-01 04:29:00,22.0,101.636,0.594,60.619
2024-01-01 04:30:00,21.639,101.646,1.537,54.097
2024-01-01 04:31:00,22.158,101.572,1.449,55.144
2024-01-01 04:32:00,21.951,101.351,-0.375,52.409
2024-01-01 04:33:00,23.047,101.57,0.373,58.412
2024-01-01 04:34:00,22.787,101.302,-0.624,57.239
2024-01-01 04:35:00,22.193,101.341,0.023,55.594
2024-01-01 04:36:00,21.618,101.081,-0.6,52.306
2024-01-01 04:37:00,21.444,101.379,1.62,55.421
2024-01-01 04:38:00,22.596,101.312,0.364,52.757
2024-01-01 04:39:00,22.131,101.039,-0.218,57.925
2024-01-01 04:40:00,22.24,101.29,1.194,56.618
2024-01-01 04:41:00,21.128,101.284,-2.171,55.191
2024-01-01 04:42:00,22.464,101.66,-2.014,50.127
2024-01-01 04:43:00,22.227,101.479,0.796,53.033
2024-01-01 04:44:00,21.445,101.302,0.06,56.376
2024-01-01 04:45:00,21.764,101.35,0.25,57.426
2024-01-01 04:46:00,22.132,101.309,-1.326,57.218
2024-01-01 04:47:00,22.026,101.259,-0.023,51.816
2024-01-01 04:48:00,21.854,101.084,2.004,55.603
2024-01-01 04:49:00,21.948,101.27,0.824,57.031
2024-01-01 04:50:00,21.874,101.151,0.17,51.683
2024-01-01 04:51:00,22.076,101.05,-0.439,54.984
2024-01-01 04:52:00,22.736,101.402,-0.395,55.548
2024-01-01 04:53:00,20.717,101.378,-2.129,54.398
2024-01-01 04:54:00,21.882,100.943,0.258,51.296
2024-01-01 04:55:00,22.088,101.275,0.845,54.349
2024-01-01 04:56:00,22.148,101.499,-1.576,54.345
2024-01-01 04:57:00,21.814,101.512,-0.661,54.704
2024-01-01 04:58:00,21.122,101.505,-1.157,53.873
2024-01-01 04:59:00,22.164,101.308,-0.965,54.114
2024-01-01 05:00:00,22.864,101.131,0.053,54.921
2024-01-01 05:01:00,21.233,101.083,-2.084,55.885
2024-01-01 05:02:00,22.432,101.369,0.614,54.391
2024-01-01 05:03:00,21.836,101.376,0.754,54.181
2024-01-01 05:04:00,21.969,101.557,-0.251,55.185
2024-01-01 05:05:00,21.474,101.52,-2.481,51.158
2024-01-01 05:06:00,21.833,101.274,-0.996,55.954
2024-01-01 05:07:00,22.65,101.051,1.233,54.999
2024-01-01 05:08:00,22.291,101.236,-2.778,55.079
2024-01-01 05:09:00,22.866,101.343,-0.348,56.921
2024-01-01 05:10:00,16.278,105.057,6.34,51.094
2024-01-01 05:11:00,22.22,101.184,0.805,51.052
2024-01-01 05:12:00,22.872,101.351,-0.675,55.548
2024-01-01 05:13:00,22.219,101.199,0.404,54.986
2024-01-01 05:14:00,22.414,101.174,0.565,55.34
2024-01-01 05:15:00,21.852,101.362,1.836,54.076
2024-01-01 05:16:00,22.033,101.22,-0.203,56.329
2024-01-01 05:17:00,21.651,101.349,0.376,56.865
2024-01-01 05:18:00,22.495,101.355,-1.485,55.968
2024-01-01 05:19:00,21.411,101.072,1.19,54.478
2024-01-01 05:20:00,22.391,101.204,-0.761,50.785
2024-01-01 05:21:00,21.905,101.588,-0.561,56.538
2024-01-01 05:22:00,22.586,101.068,-0.022,57.443
2024-01-01 05:23:00,22.375,100.877,-1.563,56.289
2024-01-01 05:24:00,22.91,100.928,0.229,53.241
2024-01-01 05:25:00,22.365,101.306,0.967,56.348
2024-01-01 05:26:00,21.214,101.306,0.293,56.721
2024-01-01 05:27:00,21.967,101.276,-1.589,58.118
2024-01-01 05:28:00,21.414,101.543,-0.124,53.248
2024-01-01 05:29:00,21.741,100.765,0.742,54.547
2024-01-01 05:30:00,22.756,101.379,-1.878,56.495
2024-01-01 05:31:00,22.319,101.612,-1.075,55.115
2024-01-01 05:32:00,21.651,101.074,0.877,52.765
2024-01-01 05:33:00,21.493,101.224,0.27,55.829
2024-01-01 05:34:00,22.016,101.149,0.412,56.157
2024-01-01 05:35:00,21.392,101.121,1.859,55.176
2024-01-01 05:36:00,21.664,101.235,0.469,55.439
2024-01-01 05:37:00,22.156,101.585,0.658,54.483
2024-01-01 05:38:00,22.578,101.667,2.711,57.957
2024-01-01 05:39:00,22.304,101.233,-0.214,53.199
2024-01-01 05:40:00,20.854,101.681,-0.798,53.825
2024-01-01 05:41:00,22.152,101.307,0.428,55.022
2024-01-01 05:42:00,22.036,101.651,0.439,56.758
2024-01-01 05:43:00,22.207,101.281,-0.527,52.005
2024-01-01 05:44:00,22.808,101.326,-1.032,52.379
2024-01-01 05:45:00,20.968,101.373,2.31,50.925
2024-01-01 05:46:00,21.704,101.936,0.327,55.065
2024-01-01 05:47:00,22.295,101.47,-0.732,52.763
2024-01-01 05:48:00,21.209,101.159,0.916,54.231
2024-01-01 05:49:00,22.738,101.494,-0.109,56.323
2024-01-01 05:50:00,22.184,101.228,-0.253,53.717
2024-01-01 05:51:00,22.423,101.202,0.562,55.463
2024-01-01 05:52:00,21.715,101.482,-1.292,54.401
2024-01-01 05:53:00,22.407,101.306,0.353,56.344
2024-01-01 05:54:00,22.534,101.356,1.913,55.95
2024-01-01 05:55:00,22.116,101.303,0.466,53.616
2024-01-01 05:56:00,22.117,101.367,-0.376,54.663
2024-01-01 05:57:00,22.135,101.385,-0.507,57.087
2024-01-01 05:58:00,21.568,100.913,-0.41,55.787
2024-01-01 05:59:00,21.926,101.433,-0.254,52.206
2024-01-01 06:00:00,21.924,101.104,-0.378,56.311
2024-01-01 06:01:00,22.192,101.012,0.916,52.831
2024-01-01 06:02:00,22.5,101.288,-1.733,57.825
2024-01-01 06:03:00,21.471,101.317,0.862,57.048
2024-01-01 06:04:00,21.937,101.161,-0.38,55.58
2024-01-01 06:05:00,22.741,101.466,0.377,55.314
2024-01-01 06:06:00,21.628,101.032,-1.127,54.582
2024-01-01 06:07:00,21.589,101.219,1.329,56.357
2024-01-01 06:08:00,22.101,101.183,1.246,54.258
2024-01-01 06:09:00,22.422,101.291,0.96,55.471
2024-01-01 06:10:00,22.006,101.356,-1.515,56.744
2024-01-01 06:11:00,22.664,101.098,0.829,53.876
2024-01-01 06:12:00,22.428,101.445,0.405,53.768
2024-01-01 06:13:00,22.421,101.313,-1.605,52.611
2024-01-01 06:14:00,22.277,100.922,-0.024,52.871
2024-01-01 06:15:00,23.164,100.908,0.365,51.343
2024-01-01 06:16:00,21.897,101.298,0.556,56.46
2024-01-01 06:17:00,20.998,101.256,0.177,58.618
2024-01-01 06:18:00,22.802,101.279,0.291,57.851
2024-01-01 06:19:00,21.771,101.294,1.474,51.748
2024-01-01 06:20:00,22.054,101.345,1.226,56.45
2024-01-01 06:21:00,22.655,101.49,-2.867,57.844
2024-01-01 06:22:00,21.199,101.078,-0.317,54.086
2024-01-01 06:23:00,21.374,101.066,-0.165,55.203
2024-01-01 06:24:00,21.199,101.081,-1.752,50.984
2024-01-01 06:25:00,21.603,101.358,0.094,55.533
2024-01-01 06:26:00,22.22,101.549,1.249,52.873
2024-01-01 06:27:00,22.262,101.214,-1.087,55.399
2024-01-01 06:28:00,22.138,100.8,0.336,51.878
2024-01-01 06:29:00,21.294,100.959,-0.916,56.086
2024-01-01 06:30:00,20.845,101.133,-0.672,57.049
2024-01-01 06:31:00,22.027,101.188,1.477,53.434
2024-01-01 06:32:00,21.764,101.218,-0.543,52.726
2024-01-01 06:33:00,22.23,101.308,0.462,50.688
2024-01-01 06:34:00,22.351,101.238,-1.871,54.467
2024-01-01 06:35:00,22.069,101.51,1.862,53.837
2024-01-01 06:36:00,22.38,101.165,0.603,51.898
2024-01-01 06:37:00,22.115,101.128,-0.182,55.906
2024-01-01 06:38:00,22.265,101.396,0.576,54.1
2024-01-01 06:39:00,21.648,100.993,-1.41,52.849
2024-01-01 06:40:00,21.91,101.378,1.183,53.891
2024-01-01 06:41:00,22.098,101.321,-0.324,57.143
2024-01-01 06:42:00,22.41,101.271,-0.204,56.206
2024-01-01 06:43:00,21.803,101.618,-0.492,54.74
2024-01-01 06:44:00,22.261,101.176,-0.581,56.238
2024-01-01 06:45:00,21.867,101.712,0.695,52.678
2024-01-01 06:46:00,21.941,101.255,0.256,55.065
2024-01-01 06:47:00,22.415,101.045,0.652,55.295
2024-01-01 06:48:00,21.003,101.314,-0.009,54.06
2024-01-01 06:49:00,21.352,101.085,0.513,55.871
2024-01-01 06:50:00,12.717,95.359,9.437,53.439
2024-01-01 06:51:00,20.833,101.379,2.23,56.02
2024-01-01 06:52:00,21.661,101.411,-1.568,56.104
2024-01-01 06:53:00,22.375,101.176,1.261,49.166
2024-01-01 06:54:00,21.858,101.497,1.368,57.381
2024-01-01 06:55:00,22.099,101.532,-0.852,48.905
2024-01-01 06:56:00,22.545,101.587,2.229,53.768
2024-01-01 06:57:00,22.664,101.406,0.995,57.051
2024-01-01 06:58:00,21.965,101.573,0.971,54.365
2024-01-01 06:59:00,22.677,100.924,0.028,52.068
2024-01-01 07:00:00,22.046,101.236,-0.217,52.813
2024-01-01 07:01:00,21.581,101.127,-0.209,57.054
2024-01-01 07:02:00,21.703,101.324,0.391,51.157
2024-01-01 07:03:00,21.26,101.186,1.401,57.258
2024-01-01 07:04:00,21.556,101.267,0.181,54.89
2024-01-01 07:05:00,21.821,101.676,-0.911,52.615
2024-01-01 07:06:00,22.402,101.266,0.824,53.834
2024-01-01 07:07:00,22.86,101.383,0.921,52.966
2024-01-01 07:08:00,21.309,101.254,0.655,56.732
2024-01-01 07:09:00,22.196,101.315,0.745,56.465
2024-01-01 07:10:00,21.48,101.301,-0.271,51.562
2024-01-01 07:11:00,22.237,101.39,-0.929,54.193
2024-01-01 07:12:00,21.934,101.533,-0.868,53.274
2024-01-01 07:13:00,21.085,101.629,-1.635,57.587
2024-01-01 07:14:00,22.464,101.362,0.237,52.3
2024-01-01 07:15:00,21.697,101.418,-0.083,58.208
2024-01-01 07:16:00,21.733,101.07,-0.44,54.933
2024-01-01 07:17:00,21.465,101.282,-2.956,52.676
2024-01-01 07:18:00,21.673,101.488,-1.247,53.645
2024-01-01 07:19:00,22.214,101.473,1.121,53.397
2024-01-01 07:20:00,21.905,101.342,-0.665,52.451
2024-01-01 07:21:00,22.164,101.477,0.361,55.19
2024-01-01 07:22:00,22.181,101.398,-1.391,52.544
2024-01-01 07:23:00,22.66,101.54,1.439,50.639
2024-01-01 07:24:00,21.829,101.358,-0.144,54.241
2024-01-01 07:25:00,21.262,101.229,0.29,51.394
2024-01-01 07:26:00,22.534,101.367,2.326,53.496
2024-01-01 07:27:00,21.834,100.714,1.516,53.182
2024-01-01 07:28:00,22.557,101.377,-0.307,53.258
2024-01-01 07:29:00,22.192,100.57,-0.593,59.002
2024-01-01 07:30:00,29.487,106.534,6.916,55.113
2024-01-01 07:31:00,22.174,101.39,0.51,55.491
2024-01-01 07:32:00,22.976,101.396,-0.105,51.447
2024-01-01 07:33:00,23.038,101.068,-0.395,53.692
2024-01-01 07:34:00,22.035,101.158,1.467,55.431
2024-01-01 07:35:00,22.08,101.574,-0.114,52.951
2024-01-01 07:36:00,22.538,101.203,2.3,56.816
2024-01-01 07:37:00,21.577,101.749,0.091,52.595
2024-01-01 07:38:00,22.167,101.3,1.785,54.427
2024-01-01 07:39:00,21.987,101.382,0.357,53.828
2024-01-01 07:40:00,22.157,101.623,0.963,55.329
2024-01-01 07:41:00,21.583,101.326,-0.725,53.719
2024-01-01 07:42:00,21.205,101.1,-0.854,54.458
2024-01-01 07:43:00,20.964,101.278,0.46,54.528
2024-01-01 07:44:00,21.441,101.293,0.989,53.531
2024-01-01 07:45:00,21.771,101.027,0.04,55.97
2024-01-01 07:46:00,21.853,101.249,-1.286,55.477
2024-01-01 07:47:00,22.969,101.152,-1.36,54.823
2024-01-01 07:48:00,22.553,101.485,-1.427,54.139
2024-01-01 07:49:00,21.519,101.307,-1.768,56.593
2024-01-01 07:50:00,22.174,101.243,0.109,54.528
2024-01-01 07:51:00,21.796,101.279,1.125,54.387
2024-01-01 07:52:00,21.858,101.345,-0.013,55.209
